SNP	gene	p_value	FDR	q_value
SLA1	UGA2	3.83417293592008E-05	0.015252638	0.0138508213
NNL035W	RPB11	3.83537566513561E-05	0.0152564088	0.0138542455
RIM2	YCR016W	3.83583126059624E-05	0.0152572074	0.0138549707
ROT2	YLR352W	3.83749200459184E-05	0.0152622962	0.0138595918
SMA1	BOI2	3.83762048481128E-05	0.0152622962	0.0138595918
NBR056W	PXR1	3.8390055126585E-05	0.0152667904	0.0138636729
BOP2	MGA2	0.000038397	0.0152678014	0.013864591
IFH1	YGR266W	3.8397697831518E-05	0.0152678014	0.013864591
NBR031C	YJR124C	3.84033951242378E-05	0.0152690527	0.0138657273
NHR001C	YJR039W	3.84161647884752E-05	0.0152731156	0.0138694168
YER076C	ECM34	0.000038442	0.0152823779	0.0138778278
YOL118C	YGR226C	3.84450747571449E-05	0.0152825796	0.013878011
IKS1	ADH3	3.84524972426745E-05	0.0152838369	0.0138791527
RPB5	SPN1	3.84533431625087E-05	0.0152838369	0.0138791527
NKL001C	YKR017C	3.84650769656115E-05	0.0152873387	0.0138823327
NNL035W	YPR011C	3.84672604364663E-05	0.0152873387	0.0138823327
YBR144C	ROK1	0.00003847	0.0152874165	0.0138824034
CSH1	THI21	3.84821309026719E-05	0.0152912184	0.0138858558
YBR225W	YNL022C	3.84865424187794E-05	0.0152916262	0.0138862262
REX4	IRC20	3.84882655576478E-05	0.0152916262	0.0138862262
NKL043C	FRE2	3.84976542760412E-05	0.0152943414	0.0138886919
NER037W	TSA2	3.85039293731417E-05	0.0152958194	0.013890034
SER2	CPD1	3.85445473580968E-05	0.0153109391	0.0139037641
ECM23	PEX4	3.8553686916954E-05	0.0153131244	0.0139057485
TAF13	SPO1	3.85588822101933E-05	0.0153131244	0.0139057485
YGL024W	KSS1	3.85606192307302E-05	0.0153131244	0.0139057485
RTC2	KEL3	3.85607552519913E-05	0.0153131244	0.0139057485
NBR056W	SPC25	3.85628372058199E-05	0.0153131244	0.0139057485
RPB5	MPM1	3.85851057484364E-05	0.0153186826	0.0139107959
YLR235C	ERG11	3.85861738096486E-05	0.0153186826	0.0139107959
gOL02	FMP46	3.85878298739535E-05	0.0153186826	0.0139107959
RTC2	KAP122	3.85895217106288E-05	0.0153186826	0.0139107959
NNL035W	OSM1	3.85896276864433E-05	0.0153186826	0.0139107959
YBR064W	MID1	3.85946630549293E-05	0.0153190533	0.0139111325
TSR2	DCW1	3.85973616004957E-05	0.0153190533	0.0139111325
REX4	AIM39	3.85982375901021E-05	0.0153190533	0.0139111325
OM14	SHR5	3.86071594319393E-05	0.0153215785	0.0139134257
NBL017W	ECM13	3.86137186209923E-05	0.0153231659	0.0139148672
GCN1	BUD13	3.86217921719555E-05	0.0153253539	0.0139168541
YBR144C	NOP9	3.86516867534431E-05	0.0153361998	0.0139267032
YOL106W	PTR2	3.86767960708329E-05	0.0153449403	0.0139346403
EXO5	LRP1	3.86814043068544E-05	0.0153449403	0.0139346403
UBS1	LRP1	3.86814043068544E-05	0.0153449403	0.0139346403
YBR226C	FSH2	0.000038686	0.0153457479	0.0139353738
RTC2	GIM4	3.87112336141343E-05	0.0153527494	0.0139417317
IRC9	CSH1	3.8711346836445E-05	0.0153527494	0.0139417317
RPB4	CSH1	3.8711346836445E-05	0.0153527494	0.0139417317
NTC20	MRD1	3.87153850100809E-05	0.0153528999	0.0139418684
NBR050C	CUE4	3.87168550112148E-05	0.0153528999	0.0139418684
YPQ1	GNA1	0.000038728	0.0153559112	0.0139446029
YLR271W	YLR326W	3.8729578643276E-05	0.0153559112	0.0139446029
UBC12	GAS4	3.87331325143265E-05	0.0153563033	0.013944959
NBR056W	PEX29	3.87484391023168E-05	0.0153613545	0.013949546
YAK1	CSH1	3.87672038347135E-05	0.015367776	0.0139553773
EXO5	ARC18	0.000038775	0.0153678145	0.0139554123
UBS1	ARC18	0.000038775	0.0153678145	0.0139554123
YLR232W	LCB4	0.000038775	0.0153678145	0.0139554123
RTC2	TSR4	3.87919444982942E-05	0.0153735118	0.013960586
PRR1	APL2	3.88135453740444E-05	0.0153803949	0.0139668365
DPB11	MRS1	3.8814450541171E-05	0.0153803949	0.0139668365
SLX1	NOG2	3.8825141798964E-05	0.0153836132	0.013969759
ECM31	TRF5	3.88345707879921E-05	0.015386331	0.013972227
CSH1	RRP4	3.8838839890421E-05	0.0153870041	0.0139728382
YOL073C	YCL047C	3.88523469259904E-05	0.0153913368	0.0139767727
BOP2	OYE2	3.88567604946723E-05	0.015391512	0.0139769318
YNL040W	HOM6	3.88623073067526E-05	0.015391512	0.0139769318
YNL035C	SYS1	3.88630724572134E-05	0.015391512	0.0139769318
NNL004W	SYS1	3.88630724572134E-05	0.015391512	0.0139769318
FTH1	YBL054W	3.88673221691817E-05	0.0153921769	0.0139775356
gOL02	HSP104	3.88956789473173E-05	0.0154005488	0.0139851381
YAP3	STE12	3.89004988732844E-05	0.0154005488	0.0139851381
STE20	STE12	3.89004988732844E-05	0.0154005488	0.0139851381
YML089C	ALT2	3.89006166801664E-05	0.0154005488	0.0139851381
PEX32	TOP1	3.89013240470479E-05	0.0154005488	0.0139851381
gCL01	HIS5	3.8908610200249E-05	0.0154014895	0.0139859924
NBR056W	NNT1	3.89096838218214E-05	0.0154014895	0.0139859924
SLA1	ETR1	3.89173569073532E-05	0.0154014895	0.0139859924
YOL106W	TCB1	3.89178338750307E-05	0.0154014895	0.0139859924
CHO2	YGR235C	3.89227616140746E-05	0.0154014895	0.0139859924
MTR3	YGR235C	3.89227616140746E-05	0.0154014895	0.0139859924
YBR225W	LTV1	3.89237497628825E-05	0.0154014895	0.0139859924
RIM2	CLB6	3.89253304262703E-05	0.0154014895	0.0139859924
RPB5	YLR177W	3.89268527056199E-05	0.0154014895	0.0139859924
YBR174C	NSR1	3.89383646898512E-05	0.0154050262	0.013989204
BOP2	IZH4	3.89535057630627E-05	0.0154097173	0.0139934639
SMY2	PCH2	3.89576373820632E-05	0.0154097173	0.0139934639
MAK5	CNE1	3.89579435455872E-05	0.0154097173	0.0139934639
YGL052W	RIM8	3.89944784502519E-05	0.0154211121	0.0140038114
MST27	RIM8	3.89944784502519E-05	0.0154211121	0.0140038114
YGL046W	RIM8	3.89944784502519E-05	0.0154211121	0.0140038114
gBR08	RRP4	3.89989024601799E-05	0.0154218429	0.0140044751
TRM10	NAM2	3.90022227367463E-05	0.0154220439	0.0140046576
VPS63	LPP1	3.90045625004728E-05	0.0154220439	0.0140046576
MAK5	OTU2	3.90166101165598E-05	0.0154257887	0.0140080582
TIP1	YHR080C	3.90524829554998E-05	0.015438952	0.0140200118
MCM7	DBP7	3.90628042840175E-05	0.0154420127	0.0140227912
NBR038W	SIC1	3.90668246480473E-05	0.0154425824	0.0140233085
YPL035C	KTR6	3.90969111143556E-05	0.0154534548	0.0140331817
ILV6	ARO3	3.91093286624413E-05	0.0154573425	0.0140367121
MRS2	VPS66	0.000039137	0.0154664832	0.0140450127
COX20	MRPL24	3.91376226716841E-05	0.0154664832	0.0140450127
RTC2	TSR1	3.91485757174869E-05	0.0154697906	0.0140480161
BUD3	BBC1	3.91633911216911E-05	0.0154745791	0.0140523645
NLR116W	UPC2	3.91672854629317E-05	0.0154745791	0.0140523645
YCL026C	HCM1	3.91684479579648E-05	0.0154745791	0.0140523645
NBR031C	PUS7	3.91940686242828E-05	0.0154836795	0.0140606286
HOS4	AYR1	3.92199080160673E-05	0.0154928651	0.0140689699
NTH1	n1	3.92425774131103E-05	0.0155007974	0.0140761732
YLR140W	YLR177W	3.92460785746555E-05	0.0155011576	0.0140765003
NHR001C	YRR1	3.92543943676319E-05	0.0155030302	0.0140782008
SLI15	CLN2	0.000039256	0.0155030302	0.0140782008
YBR174C	MPP10	3.92588126120477E-05	0.0155031189	0.0140782813
NBR043C	YIL077C	3.92629415230049E-05	0.0155037268	0.0140788334
MED8	PXR1	0.000039266	0.0155039029	0.0140789933
YCL022C	PAP1	0.00003927	0.0155044752	0.014079513
NBR043C	PCH2	3.92908650316747E-05	0.0155116837	0.014086059
YLR438C	YDR544C	3.9303171109619E-05	0.015515519	0.0140895417
SLI15	FSH2	3.93086114949609E-05	0.0155166435	0.0140905629
RIM2	FPR4	3.93256714886511E-05	0.0155215838	0.0140950492
NOR010W	COX4	3.93263119981123E-05	0.0155215838	0.0140950492
SLI15	TSR4	3.9331068917497E-05	0.015522438	0.0140958249
NBR034W	YGL226W	3.93396480182121E-05	0.0155237772	0.014097041
NBR035W	YGL226W	3.93396480182121E-05	0.0155237772	0.014097041
NBR031C	PMA2	3.93472588551941E-05	0.0155257572	0.014098839
EXO5	HGH1	3.93533200794984E-05	0.0155261023	0.0140991524
UBS1	HGH1	3.93533200794984E-05	0.0155261023	0.0140991524
YNL050C	YNL057W	0.000039369	0.015531259	0.0141038352
gBR10	DUG2	0.000039374	0.0155318397	0.0141043625
CRZ1	MRP51	3.93756451624459E-05	0.0155318397	0.0141043625
MAK5	MPS2	3.93965474052388E-05	0.0155390609	0.01411092
NLR118C	CDC25	3.94063596719125E-05	0.0155419072	0.0141135047
ECM31	SNA4	3.94125130564686E-05	0.0155433102	0.0141147787
NBR051C	MRD1	3.94453790172856E-05	0.0155548116	0.0141252231
SHU1	DAL81	3.94468730071597E-05	0.0155548116	0.0141252231
YLR281C	LAC1	3.94601992938771E-05	0.0155580171	0.014128134
YLR282C	LAC1	3.94601992938771E-05	0.0155580171	0.014128134
NNL035W	EPT1	3.94676739091795E-05	0.0155599394	0.0141298797
YCL023C	TEA1	3.94769264176915E-05	0.0155625624	0.0141322616
gBR07	DBP2	3.95148688149042E-05	0.0155764944	0.0141449131
NEL011C	TIM13	3.95271458265526E-05	0.015580308	0.0141483763
YNL035C	MRPL32	3.95700691160221E-05	0.0155951735	0.0141618755
NNL004W	MRPL32	3.95700691160221E-05	0.0155951735	0.0141618755
NOR062C	DAL1	0.000039583	0.0155992236	0.0141655534
NAT5	YOR238W	3.95964811085101E-05	0.0156035286	0.0141694627
STE11	FKS1	3.96007959667711E-05	0.0156040344	0.014169922
NER019W	YMR144W	3.96038011804342E-05	0.0156040344	0.014169922
CRZ1	LAT1	3.96055835776468E-05	0.0156040344	0.014169922
VEL1	INM1	3.96125898182114E-05	0.0156053625	0.014171128
YBR174C	RTT10	3.96141676087358E-05	0.0156053625	0.014171128
NGR116C	YGR164W	3.96384836812236E-05	0.015613914	0.0141788937
SHU1	CHS1	3.96556714562834E-05	0.0156196567	0.0141841086
EXO5	DBP2	3.96648917784623E-05	0.0156204885	0.0141848639
UBS1	DBP2	3.96648917784623E-05	0.0156204885	0.0141848639
MED8	BUD27	3.9665610265728E-05	0.0156204885	0.0141848639
YBR225W	GUT1	3.96866718219256E-05	0.0156277547	0.0141914623
SPC72	MGA2	3.96991775804042E-05	0.0156310955	0.014194496
STI1	HIR2	3.97003774328312E-05	0.0156310955	0.014194496
SLI15	STP22	3.97344461328151E-05	0.0156434804	0.0142057427
NTC20	LTV1	0.000039751	0.0156489614	0.0142107199
NBR043C	RPA34	3.97663866994358E-05	0.0156539967	0.0142152925
OAF1	IDP3	3.97814888247134E-05	0.0156578826	0.0142188212
GEM1	IDP3	3.97814888247134E-05	0.0156578826	0.0142188212
FTH1	ARC18	3.97964186174462E-05	0.0156597218	0.0142204914
CCZ1	STP3	3.97965475034294E-05	0.0156597218	0.0142204914
TAF5	CGR1	3.97989149492341E-05	0.0156597218	0.0142204914
EXO5	MDJ1	3.97992396280493E-05	0.0156597218	0.0142204914
UBS1	MDJ1	3.97992396280493E-05	0.0156597218	0.0142204914
ILV6	YLR132C	3.98030963377103E-05	0.0156602101	0.0142209348
NTC20	CGR1	3.98188757247662E-05	0.0156648968	0.0142251908
NBR034W	PMA2	3.98228578911078E-05	0.0156648968	0.0142251908
NBR035W	PMA2	3.98228578911078E-05	0.0156648968	0.0142251908
YLR257W	PBP1	3.98261609856594E-05	0.0156651668	0.014225436
YCL026C	MET17	3.98339221988066E-05	0.0156671903	0.0142272735
gBR09	YPL276W	0.000039838	0.0156677593	0.0142277902
YBR162W	THI21	3.98406359390197E-05	0.0156677723	0.014227802
YBR226C	YDR526C	3.98515649119093E-05	0.0156710409	0.0142307702
gCL01	TUF1	3.98734474781057E-05	0.0156776275	0.0142367514
RED1	SUR2	3.9873551744038E-05	0.0156776275	0.0142367514
SNR37	TAF13	0.000039879	0.0156787421	0.0142377636
PYC2	ATC1	3.98881515700281E-05	0.0156803333	0.0142392086
YGL235W	PXR1	3.98882909024408E-05	0.0156803333	0.0142392086
IFH1	YMR057C	3.98948633006475E-05	0.0156818873	0.0142406198
NHR019C	DMA1	3.99003617996984E-05	0.0156827996	0.0142414482
NBR024W	ZRG8	3.99025464116129E-05	0.0156827996	0.0142414482
PYC2	FKH2	0.000039905	0.0156827996	0.0142414482
gNL07	MDM34	3.99120837863081E-05	0.0156838945	0.0142424425
YLR317W	YLR050C	3.99156371871473E-05	0.0156838945	0.0142424425
REX4	YOL098C	3.99156875499205E-05	0.0156838945	0.0142424425
ECM31	UTP7	3.99221348340391E-05	0.0156853984	0.0142438081
ECM31	SPN1	3.99266528047306E-05	0.0156861441	0.0142444853
gLR13	GAL4	3.99393351134892E-05	0.015690097	0.014248075
YRA2	MNN4	3.9945676251295E-05	0.0156915585	0.0142494021
YLR269C	YLR050C	3.99740971332399E-05	0.0157016926	0.0142586049
AGP2	YLR414C	3.99784547905207E-05	0.0157023741	0.0142592237
YML108W	ZRT1	3.99852979895579E-05	0.0157040317	0.0142607289
TYR1	GIM4	4.0018319651047E-05	0.0157159698	0.0142715699
gBL05	APN2	4.00258357369654E-05	0.0157173434	0.0142728172
YNL050C	MRPL7	4.00270676848362E-05	0.0157173434	0.0142728172
IRC14	QCR8	4.00353125357946E-05	0.0157184937	0.0142738618
MRS4	YKR051W	4.00376785918629E-05	0.0157184937	0.0142738618
APT1	YAR073W	4.00424306276672E-05	0.0157184937	0.0142738618
YLR281C	YLR326W	4.00431244137074E-05	0.0157184937	0.0142738618
YLR282C	YLR326W	4.00431244137074E-05	0.0157184937	0.0142738618
NBR016C	SIK1	4.00636547739398E-05	0.0157246799	0.0142794795
URA1	MNN4	4.00641368459789E-05	0.0157246799	0.0142794795
NKL043C	WWM1	4.00781340393286E-05	0.0157291425	0.0142835319
CDC16	HCS1	4.00856270018975E-05	0.0157303137	0.0142845954
REX4	ADE4	4.00863729765346E-05	0.0157303137	0.0142845954
YBR139W	RPA14	4.01027028342239E-05	0.0157356903	0.0142894779
NNL008W	MRPS35	4.01225108677523E-05	0.0157424309	0.014295599
NBR034W	RRP5	4.01301403931295E-05	0.0157429625	0.0142960818
NBR035W	RRP5	4.01301403931295E-05	0.0157429625	0.0142960818
QDR2	MIG2	4.01317543140468E-05	0.0157429625	0.0142960818
IRA2	PEX15	4.01515371072394E-05	0.015749691	0.0143021918
ARO4	DSE1	4.01773161421539E-05	0.0157587705	0.0143104369
SCO1	YRB1	4.01826516113605E-05	0.0157598308	0.0143113997
RPB5	YGR079W	4.01876360407184E-05	0.0157607532	0.0143122373
NOL053C	ENT1	4.01985643869859E-05	0.0157640064	0.0143151916
YNL040W	MRP51	0.000040208	0.0157661053	0.0143170975
NPR045W	YPR114W	4.02091832378133E-05	0.0157661053	0.0143170975
TIP1	TIF1	4.02231479275597E-05	0.015770548	0.014321132
NUS1	UGA4	4.02379173375434E-05	0.0157753057	0.0143254523
BOP2	ALE1	4.02421211329047E-05	0.0157759207	0.0143260109
NDI1	CHA1	4.02528310767666E-05	0.0157781777	0.0143280604
YBR137W	HSP42	4.02543245736509E-05	0.0157781777	0.0143280604
MRP20	APT2	4.02587783312049E-05	0.0157781777	0.0143280604
URB2	YGR045C	4.02604051716253E-05	0.0157781777	0.0143280604
URA3	MRPL50	4.026105537038E-05	0.0157781777	0.0143280604
ASP1	YBR184W	4.02705047828872E-05	0.0157808479	0.0143304852
OM14	ASH1	4.02736105889034E-05	0.015781032	0.0143306524
RFT1	YBR074W	4.03114198686145E-05	0.0157948137	0.0143431674
OPT1	FDH2	0.000040325	0.0157991104	0.0143470693
SIS1	SYS1	4.03322954350106E-05	0.015800925	0.0143487171
SAM50	YOR200W	4.03479359677622E-05	0.0158060181	0.0143533421
NBR043C	SYN8	4.03570914357889E-05	0.0158085703	0.0143556598
NDJ1	YGR042W	4.03671494364211E-05	0.0158114757	0.0143582981
MCP2	ALG6	4.04026527046215E-05	0.0158243468	0.0143699863
TIP1	p1	4.04236525936121E-05	0.0158304718	0.0143755484
POF1	GLK1	4.04247619009499E-05	0.0158304718	0.0143755484
SFL1	LSC1	4.04262235759039E-05	0.0158304718	0.0143755484
NGL3	MCM3	4.04573995967953E-05	0.0158403691	0.0143845361
PYC2	YIL091C	4.04576300472199E-05	0.0158403691	0.0143845361
NEJ1	YBR242W	4.04594357472527E-05	0.0158403691	0.0143845361
LGE1	BYE1	4.04838044967648E-05	0.0158488734	0.0143922587
TRM10	RAS1	4.05074699597055E-05	0.0158571012	0.0143997304
GLO1	YMR010W	4.05243245779388E-05	0.0158616249	0.0144038383
YML002W	YMR010W	4.05243245779388E-05	0.0158616249	0.0144038383
KTR4	DBP7	4.0567639839287E-05	0.0158775409	0.0144182915
VTA1	MCT1	4.05786460990109E-05	0.0158808104	0.0144212606
TPS1	NNT1	4.05971725247793E-05	0.0158870224	0.0144269016
PYC2	YPL247C	4.0608098199922E-05	0.0158902594	0.0144298411
SHU1	BDF1	4.06269316067124E-05	0.0158962547	0.0144352854
gBR08	DBP2	0.00004063	0.0158962547	0.0144352854
CCZ1	ARA1	4.06313849895338E-05	0.0158962547	0.0144352854
CCZ1	YLR042C	4.06366955674655E-05	0.0158972936	0.0144362288
gFL02	EPL1	4.06651944429437E-05	0.0159074031	0.0144454091
ECM31	NOP12	4.06908584889624E-05	0.0159154413	0.0144527087
REX4	YLL023C	4.06910599405799E-05	0.0159154413	0.0144527087
HAL9	SFK1	0.000040695	0.0159159422	0.0144531635
gEL02	ASI3	4.06990954538124E-05	0.0159165046	0.0144536742
YFR016C	DEG1	4.07152037435799E-05	0.0159217642	0.0144584504
RED1	DOA4	4.07253021591724E-05	0.0159246731	0.0144610919
YOL163W	YOL153C	0.000040749	0.0159329139	0.0144685754
MDY2	YMR031C	4.0757534661819E-05	0.0159351864	0.014470639
MPD2	IRC6	4.07601736761227E-05	0.0159351864	0.014470639
YOL150C	COQ3	4.07893439767523E-05	0.0159455493	0.0144800495
NNL005C	MRPL23	4.07967625800267E-05	0.0159469732	0.0144813425
REX4	DBF4	4.08002323018347E-05	0.0159469732	0.0144813425
YJL118W	SAC3	0.000040801	0.0159469732	0.0144813425
ATG27	FDH2	4.08144210727257E-05	0.0159511864	0.0144851685
VPS21	YOR062C	4.08265121112994E-05	0.0159548704	0.0144885139
ASP1	SWA2	4.0833343619323E-05	0.0159564985	0.0144899924
YBR144C	YMR291W	4.08465899486039E-05	0.0159597874	0.014492979
gCR02	YJL171C	4.08470914189911E-05	0.0159597874	0.014492979
RFC4	SKT5	4.08584846477931E-05	0.0159631972	0.0144960754
gOL02	SGV1	4.08645323268057E-05	0.0159636611	0.0144964967
YNL040W	PRP38	0.000040865	0.0159636611	0.0144964967
YGL101W	NPY1	0.000040868	0.0159638048	0.0144966272
TYR1	ELP2	4.08739246077725E-05	0.0159650622	0.014497769
SLM4	NTF2	4.0883570451821E-05	0.0159674479	0.0144999355
ECM3	ATP7	4.08853667536179E-05	0.0159674479	0.0144999355
MCM7	YIL077C	4.08972030392233E-05	0.0159710287	0.0145031872
YLR232W	SCM4	4.09185259990879E-05	0.0159783134	0.0145098024
YLR444C	PAU19	4.09272114309217E-05	0.0159802658	0.0145115753
YAL037W	YOL159C	4.09288641367214E-05	0.0159802658	0.0145115753
YBR139W	DBP2	4.09366218155542E-05	0.0159822525	0.0145133794
NEJ1	ALG6	4.09537044086643E-05	0.0159878792	0.014518489
YPQ1	GDB1	4.09777500792588E-05	0.0159962233	0.0145260662
SMY2	YLR352W	4.09866215585913E-05	0.0159986433	0.0145282638
SST2	HMG2	4.09901663864564E-05	0.0159989838	0.014528573
IMD4	QDR1	4.10268152791123E-05	0.0160122445	0.0145406149
MNN11	SWI4	4.10311431322054E-05	0.0160128897	0.0145412009
UBC4	p1	4.10424416670995E-05	0.0160162551	0.014544257
PCS60	CNS1	4.10582204492369E-05	0.0160213683	0.0145489002
NAL009W	NNF1	4.10736491672634E-05	0.0160263442	0.0145534188
HRP1	ALR1	4.11201492045476E-05	0.0160434422	0.0145689454
OM14	PEX29	4.11232148661272E-05	0.0160435928	0.0145690822
SEC1	SAN1	4.11419079757324E-05	0.0160498398	0.014574755
THP2	DMA1	4.11485226669053E-05	0.0160503553	0.0145752231
NBR031C	EBP2	4.11485911841078E-05	0.0160503553	0.0145752231
MNN5	YFL052W	4.11595760243658E-05	0.0160535941	0.0145781643
AGP1	RIB3	4.11709326597005E-05	0.0160569775	0.0145812367
ROT2	RTT10	4.11744952239346E-05	0.0160573209	0.0145815486
KTR4	PCH2	4.11780660887161E-05	0.0160576676	0.0145818633
RTC2	IMD4	4.11821037697918E-05	0.0160581961	0.0145823434
RAD51	RPC17	4.11987246713818E-05	0.0160636309	0.0145872787
gLR07	RCK2	4.12038044679703E-05	0.016063691	0.0145873332
gBR08	YDL027C	4.12042450054863E-05	0.016063691	0.0145873332
NIL018C	ZRT3	4.12087132088972E-05	0.0160643869	0.0145879652
IRA2	TRP3	4.12208043714774E-05	0.0160680542	0.0145912954
SWC4	ALK1	4.12374183140643E-05	0.0160722971	0.0145951483
NBR023W	RMA1	4.1239593267359E-05	0.0160722971	0.0145951483
NLR032W	RRN5	4.12397426763092E-05	0.0160722971	0.0145951483
gLR14	YNL338W	0.000041243	0.0160725212	0.0145953519
NIL015W	AYR1	4.12514430085452E-05	0.0160733263	0.0145960829
RPT6	SMP1	4.12524528503907E-05	0.0160733263	0.0145960829
MIG1	NPY1	4.12531222127664E-05	0.0160733263	0.0145960829
PRM2	BCY1	4.1256755925882E-05	0.016073696	0.0145964187
YHL017W	YJL199C	4.12673511300913E-05	0.0160767777	0.0145992172
RCR1	YBR030W	4.12731792611284E-05	0.016078002	0.0146003289
RTC2	FMP21	4.12862141386016E-05	0.0160820334	0.0146039898
SLX8	FUM1	4.12890934590516E-05	0.0160821086	0.0146040581
NOL019C	BDS1	4.13009237162824E-05	0.0160846237	0.014606342
NOL020W	BDS1	4.13009237162824E-05	0.0160846237	0.014606342
gBR09	SHR5	4.13038510145404E-05	0.0160847174	0.0146064271
PRM5	SSY5	0.000041308	0.0160853021	0.0146069581
YLR271W	ERG24	4.13454789565959E-05	0.0160986896	0.0146191152
YLR281C	YLR232W	4.13504859579488E-05	0.0160986896	0.0146191152
YLR282C	YLR232W	4.13504859579488E-05	0.0160986896	0.0146191152
EXO5	MPP10	4.13570928553923E-05	0.016099168	0.0146195497
UBS1	MPP10	4.13570928553923E-05	0.016099168	0.0146195497
YCL026C	YLR040C	4.13748311904467E-05	0.0161044363	0.0146243337
RRI2	HSP31	0.000041376	0.0161044363	0.0146243337
gBR07	CNS1	4.13849418022254E-05	0.0161068671	0.0146265411
gOL02	IRC20	4.14186345240466E-05	0.0161189323	0.0146374975
EXO5	YCL046W	4.14286936829809E-05	0.0161196933	0.0146381886
UBS1	YCL046W	4.14286936829809E-05	0.0161196933	0.0146381886
SWE1	SWI4	4.14328305772461E-05	0.0161196933	0.0146381886
YJL182C	SWI4	4.14328305772461E-05	0.0161196933	0.0146381886
NOP15	PNT1	4.14340522563901E-05	0.0161196933	0.0146381886
MAK5	LTV1	4.14383508053624E-05	0.0161203182	0.0146387559
YJL171C	YPL276W	4.14484720180548E-05	0.0161224688	0.014640709
CCZ1	YLR414C	4.14525585766526E-05	0.0161224688	0.014640709
CWC27	OAF3	0.000041453	0.0161224688	0.014640709
BUD23	VPS1	4.1457103023799E-05	0.0161224688	0.014640709
ARG7	IMP2	4.1457343854653E-05	0.0161224688	0.014640709
NEJ1	TVP38	4.14716003342685E-05	0.0161269655	0.0146447924
YBR139W	CGR1	0.000041476	0.016127614	0.0146453813
NBR031C	ATF2	4.15008127142506E-05	0.0161353376	0.014652395
YBR144C	MAF1	4.15012147148311E-05	0.0161353376	0.014652395
MCM7	DFM1	4.15081622502162E-05	0.0161369908	0.0146538962
RPB5	LSB5	4.15322032577673E-05	0.0161452887	0.0146614316
PEX32	ERG24	4.15420660841437E-05	0.0161470371	0.0146630192
gER05	ECM34	4.15420947232059E-05	0.0161470371	0.0146630192
RTC2	RPB2	4.15517812599194E-05	0.0161497537	0.0146654861
BUD3	YLR132C	4.15568986420074E-05	0.0161506941	0.0146663402
YOL099C	YMR031C	4.15604153561481E-05	0.0161509842	0.0146666036
TUM1	TNA1	0.000041563	0.0161509842	0.0146666036
SLX1	CLN2	4.16017198945297E-05	0.0161649398	0.0146792766
YLR269C	MGA2	4.16043537569102E-05	0.0161649398	0.0146792766
YNL035C	MRPL23	4.16109310549539E-05	0.0161653972	0.0146796919
NNL004W	MRPL23	4.16109310549539E-05	0.0161653972	0.0146796919
UBX2	YMR010W	4.16199049280853E-05	0.0161671872	0.0146813174
REX4	JJJ1	4.16209395057376E-05	0.0161671872	0.0146813174
ROT2	UTP7	4.16364091983732E-05	0.016172147	0.0146858214
NER014W	ISD11	4.16394737002146E-05	0.0161722881	0.0146859495
YLR269C	RCK2	4.16487270166276E-05	0.0161738191	0.0146873398
RED1	NIT2	4.16488185820875E-05	0.0161738191	0.0146873398
NDR129W	YBR184W	4.16594255562872E-05	0.0161768889	0.0146901274
YML108W	YJL213W	4.16720824706298E-05	0.0161807542	0.0146936376
ECM31	DDR48	4.16885525598115E-05	0.0161860996	0.0146984917
IRA1	CNS1	0.000041702	0.0161902599	0.0147022696
PCH2	UTP7	4.17106648530714E-05	0.0161917621	0.0147036338
PCS60	YFR017C	4.17112502990678E-05	0.0161917621	0.0147036338
MEC3	YNL017C	4.1729706659095E-05	0.0161972062	0.0147085775
TRM10	GIP2	4.17316053228446E-05	0.0161972062	0.0147085775
