Interactor (sys)	Interactor (std)	Function
YLR095C	IOC2	chromatin/transcription
YLR096W	KIN2	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YLR097C	HRT3	protein degradation/proteosome
YLR098C	CHA4	chromatin/transcription;amino acid biosynth&transport/nitrogen utilization
YLR099C	ICT1	lipid/sterol/fatty acid biosynth
YLR102C	APC9	chromosome segregation/kinetochore/spindle/microtubule
YLR103C_tsq694	cdc45-27	DNA replication/repair/HR/cohesion
YLR104W	YLR104W	unknown
YLR107W	REX3	ribosome/translation;RNA processing
YLR108C	YLR108C	unknown
YLR109W	AHP1	drug/ion transport;signaling/stress response
YLR110C	CCW12	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR111W	YLR111W	unknown
YLR112W	YLR112W	unknown
YLR113W	HOG1	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;metabolism/mitochondria;signaling/stress response
YLR114C	AVL9	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YLR118C	YLR118C	unknown
YLR119W	SRN2	Golgi/endosome/vacuole/sorting
YLR120C	YPS1	unknown
YLR121C	YPS3	unknown
YLR122C	YLR122C	unknown
YLR123C	YLR123C	unknown
YLR124W	YLR124W	unknown
YLR125W	YLR125W	unknown
YLR126C	YLR126C	drug/ion transport;metabolism/mitochondria
YLR128W	DCN1	protein degradation/proteosome
YLR130C	ZRT2	drug/ion transport
YLR131C	ACE2	G1/S and G2/M cell cycle progression/meiosis;chromatin/transcription
YLR133W	CKI1	lipid/sterol/fatty acid biosynth
YLR134W	PDC5	metabolism/mitochondria
YLR135W	SLX4	DNA replication/repair/HR/cohesion
YLR136C	TIS11	drug/ion transport;RNA processing
YLR137W	YLR137W	unknown
YLR138W	NHA1	drug/ion transport
YLR142W	PUT1	metabolism/mitochondria
YLR143W	YLR143W	unknown
YLR144C	ACF2	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis
YLR145W_damp	RMP1_damp	ribosome/translation;RNA processing
YLR146C	SPE4	metabolism/mitochondria
YLR148W	PEP3	Golgi/endosome/vacuole/sorting
YLR149C	YLR149C	unknown
YLR150W	STM1	unknown
YLR151C	PCD1	metabolism/mitochondria
YLR152C	YLR152C	unknown
YLR153C_damp	ACS2_damp	metabolism/mitochondria;chromatin/transcription
YLR154C	RNH203	DNA replication/repair/HR/cohesion
YLR158C	ASP3-3	amino acid biosynth&transport/nitrogen utilization
YLR160C	ASP3-4	amino acid biosynth&transport/nitrogen utilization
YLR164W	YLR164W	unknown
YLR165C	PUS5	metabolism/mitochondria;ribosome/translation
YLR166C_tsq66	sec10-2	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YLR168C	UPS2	unknown
YLR169W	YLR169W	cell polarity/morphogenesis
YLR170C	APS1	cell polarity/morphogenesis
YLR171W	YLR171W	cell polarity/morphogenesis
YLR172C	DPH5	metabolism/mitochondria;ribosome/translation
YLR173W	YLR173W	unknown
YLR174W	IDP2	metabolism/mitochondria
YLR176C	RFX1	chromatin/transcription;DNA replication/repair/HR/cohesion
YLR177W	YLR177W	unknown
YLR178C	TFS1	signaling/stress response
YLR179C	YLR179C	drug/ion transport;metabolism/mitochondria
YLR180W	SAM1	metabolism/mitochondria
YLR181C	VTA1	Golgi/endosome/vacuole/sorting
YLR182W	SWI6	G1/S and G2/M cell cycle progression/meiosis;chromatin/transcription
YLR183C	TOS4	unknown
YLR184W	YLR184W	unknown
YLR185W	RPL37A	ribosome/translation
YLR186W_damp	EMG1_damp	ribosome/translation;chromosome segregation/kinetochore/spindle/microtubule
YLR187W	SKG3	unknown
YLR188W	MDL1	drug/ion transport
YLR190W	MMR1	cell polarity/morphogenesis;metabolism/mitochondria
YLR192C	HCR1	ribosome/translation
YLR193C	UPS1	metabolism/mitochondria
YLR194C	YLR194C	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR199C	PBA1	protein degradation/proteosome
YLR200W	YKE2	chromosome segregation/kinetochore/spindle/microtubule
YLR205C	HMX1	drug/ion transport
YLR206W	ENT2	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YLR207W	HRD3	protein folding/protein glycosylation/cell wall biogenesis&integrity;protein degradation/proteosome
YLR208W_tsq55	sec13-1	amino acid biosynth&transport/nitrogen utilization
YLR209C	PNP1	metabolism/mitochondria
YLR210W	CLB4	G1/S and G2/M cell cycle progression/meiosis;signaling/stress response
YLR211C	YLR211C	unknown
YLR213C	CRR1	protein folding/protein glycosylation/cell wall biogenesis&integrity;G1/S and G2/M cell cycle progression/meiosis
YLR214W	FRE1	drug/ion transport;metabolism/mitochondria
YLR216C	CPR6	unknown
YLR217W	YLR217W	unknown
YLR218C	YLR218C	unknown
YLR219W	MSC3	G1/S and G2/M cell cycle progression/meiosis;DNA replication/repair/HR/cohesion
YLR220W	CCC1	drug/ion transport
YLR221C	RSA3	ribosome/translation
YLR224W	YLR224W	unknown
YLR225C	YLR225C	unknown
YLR227C	ADY4	chromosome segregation/kinetochore/spindle/microtubule
YLR228C	ECM22	lipid/sterol/fatty acid biosynth
YLR229C_tsq29	cdc42-1	cell polarity/morphogenesis
YLR231C	BNA5	metabolism/mitochondria
YLR232W	YLR232W	unknown
YLR233C	EST1	DNA replication/repair/HR/cohesion
YLR236C	YLR236C	unknown
YLR237W	THI7	drug/ion transport
YLR238W	FAR10	unknown
YLR239C	LIP2	metabolism/mitochondria
YLR241W	YLR241W	unknown
YLR242C	ARV1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR246W	ERF2	signaling/stress response
YLR247C	IRC20	DNA replication/repair/HR/cohesion
YLR248W	RCK2	signaling/stress response
YLR250W	SSP120	unknown
YLR251W	SYM1	metabolism/mitochondria
YLR252W	YLR252W	unknown
YLR253W	YLR253W	unknown
YLR254C	NDL1	chromosome segregation/kinetochore/spindle/microtubule
YLR255C	YLR255C	unknown
YLR257W	YLR257W	unknown
YLR258W	GSY2	metabolism/mitochondria
YLR259C_damp	HSP60_damp	metabolism/mitochondria
YLR260W	LCB5	lipid/sterol/fatty acid biosynth
YLR261C	VPS63	Golgi/endosome/vacuole/sorting
YLR262C	YPT6	Golgi/endosome/vacuole/sorting
YLR262C-A	TMA7	unknown
YLR263W	RED1	G1/S and G2/M cell cycle progression/meiosis;chromosome segregation/kinetochore/spindle/microtubule
YLR264W	RPS28B	ribosome/translation
YLR265C	NEJ1	DNA replication/repair/HR/cohesion
YLR266C	PDR8	drug/ion transport
YLR267W	BOP2	unknown
YLR268W	SEC22	ER<->Golgi traffic
YLR268W_tsq121	sec22-3	ER<->Golgi traffic
YLR269C	YLR269C	ER<->Golgi traffic
YLR271W	YLR271W	unknown
YLR272C_tsq432	ycs4-1	chromosome segregation/kinetochore/spindle/microtubule
YLR273C	PIG1	metabolism/mitochondria;signaling/stress response
YLR276C_damp	DBP9_damp	ribosome/translation;RNA processing
YLR278C	YLR278C	unknown
YLR279W	YLR279W	unknown
YLR280C	YLR280C	unknown
YLR281C	YLR281C	unknown
YLR282C	YLR282C	unknown
YLR283W	YLR283W	unknown
YLR284C	ECI1	lipid/sterol/fatty acid biosynth
YLR285W	NNT1	metabolism/mitochondria;chromatin/transcription
YLR286C	CTS1	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis
YLR287C	YLR287C	unknown
YLR287C-A	RPS30A	ribosome/translation
YLR288C	MEC3	DNA replication/repair/HR/cohesion
YLR289W	GUF1	metabolism/mitochondria;ribosome/translation
YLR290C	YLR290C	unknown
YLR292C	SEC72	ER<->Golgi traffic
YLR294C	YLR294C	unknown
YLR295C	ATP14	metabolism/mitochondria
YLR296W	YLR296W	unknown
YLR297W	YLR297W	unknown
YLR298C_tsq840	yhc1-3	RNA processing
YLR298C_tsq844	yhc1-8	RNA processing
YLR299W	ECM38	metabolism/mitochondria
YLR300W	EXG1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR301W	YLR301W	unknown
YLR303W	MET17	amino acid biosynth&transport/nitrogen utilization
YLR306W	UBC12	protein degradation/proteosome
YLR307W	CDA1	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;G1/S and G2/M cell cycle progression/meiosis
YLR308W	CDA2	protein folding/protein glycosylation/cell wall biogenesis&integrity;cell polarity/morphogenesis;G1/S and G2/M cell cycle progression/meiosis
YLR309C	IMH1	Golgi/endosome/vacuole/sorting
YLR311C	YLR311C	unknown
YLR312C	QNQ1	unknown
YLR313C	SPH1	cell polarity/morphogenesis
YLR314C_tsq130	cdc3-3	cell polarity/morphogenesis
YLR314C_tsq885	cdc3-1	cell polarity/morphogenesis
YLR315W	NKP2	chromosome segregation/kinetochore/spindle/microtubule
YLR319C	BUD6	cell polarity/morphogenesis
YLR320W	MMS22	DNA replication/repair/HR/cohesion
YLR321C_tsq955	sfh1-1	G1/S and G2/M cell cycle progression/meiosis;chromatin/transcription
YLR325C	RPL38	ribosome/translation
YLR326W	YLR326W	unknown
YLR327C	TMA10	unknown
YLR328W	NMA1	metabolism/mitochondria
YLR329W	REC102	G1/S and G2/M cell cycle progression/meiosis
YLR330W	CHS5	cell polarity/morphogenesis
YLR332W	MID2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR333C	RPS25B	ribosome/translation
YLR334C	YLR334C	ribosome/translation
YLR335W	NUP2	nuclear-cytoplasic transport
YLR336C_damp	SGD1_damp	unknown
YLR337C	VRP1	cell polarity/morphogenesis
YLR341W	SPO77	G1/S and G2/M cell cycle progression/meiosis
YLR342W	FKS1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR343W	GAS2	G1/S and G2/M cell cycle progression/meiosis
YLR344W	RPL26A	ribosome/translation
YLR345W	YLR345W	metabolism/mitochondria
YLR346C	YLR346C	unknown
YLR348C	DIC1	drug/ion transport;metabolism/mitochondria
YLR349W	YLR349W	unknown
YLR350W	ORM2	protein folding/protein glycosylation/cell wall biogenesis&integrity;protein degradation/proteosome
YLR351C	NIT3	unknown
YLR352W	YLR352W	unknown
YLR353W	BUD8	cell polarity/morphogenesis
YLR354C	TAL1	metabolism/mitochondria
YLR356W	YLR356W	unknown
YLR357W	RSC2	chromatin/transcription
YLR357W_damp	RSC2_damp	chromatin/transcription
YLR360W	VPS38	Golgi/endosome/vacuole/sorting
YLR361C	DCR2	metabolism/mitochondria
YLR363C	NMD4	ribosome/translation;RNA processing
YLR364W	GRX8	unknown
YLR365W	YLR365W	unknown
YLR366W	YLR366W	unknown
YLR367W	RPS22B	ribosome/translation
YLR368W	MDM30	protein degradation/proteosome
YLR369W	SSQ1	unknown
YLR370C	ARC18	cell polarity/morphogenesis
YLR371W	ROM2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR372W	SUR4	lipid/sterol/fatty acid biosynth
YLR373C	VID22	metabolism/mitochondria;Golgi/endosome/vacuole/sorting
YLR374C	YLR374C	unknown
YLR375W	STP3	unknown
YLR376C	PSY3	DNA replication/repair/HR/cohesion
YLR377C	FBP1	metabolism/mitochondria
YLR378C_tsq213	sec61-2	ER<->Golgi traffic
YLR380W	CSR1	unknown
YLR381W	CTF3	chromosome segregation/kinetochore/spindle/microtubule
YLR383W_tsq747	smc6-9	DNA replication/repair/HR/cohesion
YLR384C	IKI3	ribosome/translation
YLR385C	SWC7	chromatin/transcription
YLR386W	VAC14	lipid/sterol/fatty acid biosynth
YLR387C	REH1	unknown
YLR388W	RPS29A	ribosome/translation
YLR389C	STE23	cell polarity/morphogenesis;signaling/stress response
YLR390W	ECM19	unknown
YLR390W-A	CCW14	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR391W	YLR391W	unknown
YLR392C	YLR392C	unknown
YLR393W	ATP10	metabolism/mitochondria
YLR394W	CST9	lipid/sterol/fatty acid biosynth
YLR395C	COX8	metabolism/mitochondria
YLR396C	VPS33	Golgi/endosome/vacuole/sorting
YLR397C_damp	AFG2_damp	unknown
YLR398C	SKI2	RNA processing
YLR400W	YLR400W	unknown
YLR401C	DUS3	ribosome/translation
YLR402W	YLR402W	unknown
YLR404W	FLD1	unknown
YLR405W	DUS4	ribosome/translation
YLR406C	RPL31B	ribosome/translation
YLR407W	YLR407W	unknown
YLR408C	YLR408C	unknown
YLR410W	VIP1	Golgi/endosome/vacuole/sorting
YLR412W	BER1	unknown
YLR413W	YLR413W	unknown
YLR414C	YLR414C	unknown
YLR415C	YLR415C	unknown
YLR416C	YLR416C	unknown
YLR417W	VPS36	Golgi/endosome/vacuole/sorting
YLR418C	CDC73	chromatin/transcription
YLR420W	URA4	metabolism/mitochondria
YLR421C	RPN13	protein degradation/proteosome
YLR422W	YLR422W	unknown
YLR424W_damp	SPP382_damp	RNA processing
YLR427W	MAG2	DNA replication/repair/HR/cohesion
YLR428C	YLR428C	unknown
YLR429W	CRN1	cell polarity/morphogenesis
YLR432W	IMD3	metabolism/mitochondria;amino acid biosynth&transport/nitrogen utilization
YLR433C	CNA1	signaling/stress response
YLR434C	YLR434C	unknown
YLR436C	ECM30	unknown
YLR437C	DIF1	unknown
YLR438C-A_damp	LSM3_damp	RNA processing
YLR438W	CAR2	drug/ion transport;metabolism/mitochondria
YLR440C_tsq726	sec39-2	ER<->Golgi traffic
YLR441C	RPS1A	ribosome/translation
YLR443W	ECM7	unknown
YLR444C	YLR444C	unknown
YLR445W	YLR445W	unknown
YLR446W	YLR446W	unknown
YLR447C	VMA6	Golgi/endosome/vacuole/sorting
YLR448W	RPL6B	ribosome/translation
YLR449W	FPR4	chromatin/transcription
YLR450W	HMG2	lipid/sterol/fatty acid biosynth
YLR451W	LEU3	amino acid biosynth&transport/nitrogen utilization
YLR452C	SST2	cell polarity/morphogenesis;signaling/stress response
YLR453C	RIF2	DNA replication/repair/HR/cohesion
YLR454W	FMP27	unknown
YLR455W	YLR455W	unknown
YLR456W	YLR456W	unknown
YLR459W_tsq200	gab1-1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YLR460C	YLR460C	unknown
YLR461W	PAU4	metabolism/mitochondria
YML001W	YPT7	Golgi/endosome/vacuole/sorting
YML002W	YML002W	unknown
YML003W	YML003W	unknown
YML004C	GLO1	metabolism/mitochondria
YML005W	TRM12	ribosome/translation
YML006C	GIS4	signaling/stress response
YML007W	YAP1	signaling/stress response;chromatin/transcription
YML008C	ERG6	lipid/sterol/fatty acid biosynth
YML009C	MRPL39	metabolism/mitochondria;ribosome/translation
YML010C-B	YML010C-B	chromatin/transcription
YML011C	RAD33	DNA replication/repair/HR/cohesion
YML012C-A	YML012C-A	unknown
YML012W	ERV25	ER<->Golgi traffic
YML014W	TRM9	ribosome/translation
YML016C	PPZ1	signaling/stress response
YML017W	PSP2	RNA processing;DNA replication/repair/HR/cohesion
YML018C	YML018C	unknown
YML019W	OST6	protein folding/protein glycosylation/cell wall biogenesis&integrity
YML020W	YML020W	unknown
YML021C	UNG1	DNA replication/repair/HR/cohesion
YML026C	RPS18B	ribosome/translation
YML027W	YOX1	G1/S and G2/M cell cycle progression/meiosis;chromatin/transcription
YML028W	TSA1	signaling/stress response
YML029W	USA1	protein folding/protein glycosylation/cell wall biogenesis&integrity;protein degradation/proteosome
YML030W	AIM31	unknown
YML032C	RAD52	DNA replication/repair/HR/cohesion
YML033W	YML033W	unknown
YML034W	SRC1	unknown
YML035C	AMD1	metabolism/mitochondria
YML035C-A	YML035C-A	unknown
YML037C	YML037C	unknown
YML038C	YMD8	drug/ion transport
YML041C	VPS71	chromatin/transcription
YML042W	CAT2	metabolism/mitochondria
YML047C	PRM6	unknown
YML048W	GSF2	metabolism/mitochondria
YML048W-A	YML048W-A	unknown
YML050W	AIM32	unknown
YML051W	GAL80	metabolism/mitochondria;chromatin/transcription
YML052W	SUR7	cell polarity/morphogenesis;Golgi/endosome/vacuole/sorting
YML053C	YML053C	unknown
YML054C	CYB2	metabolism/mitochondria
YML055W	SPC2	ER<->Golgi traffic
YML056C	IMD4	metabolism/mitochondria
YML057W	CMP2	signaling/stress response
YML058C-A	YML058C-A	unknown
YML058W	SML1	DNA replication/repair/HR/cohesion
YML059C	NTE1	lipid/sterol/fatty acid biosynth
YML060W	OGG1	metabolism/mitochondria;DNA replication/repair/HR/cohesion
YML063W	RPS1B	ribosome/translation
YML066C	SMA2	G1/S and G2/M cell cycle progression/meiosis
YML067C	ERV41	ER<->Golgi traffic
YML068W	ITT1	ribosome/translation
YML069W_tsq846	pob3-L78R	chromatin/transcription
YML070W	DAK1	metabolism/mitochondria
YML071C	COG8	Golgi/endosome/vacuole/sorting
YML072C	TCB3	unknown
YML073C	RPL6A	ribosome/translation
YML074C	FPR3	unknown
YML075C	HMG1	lipid/sterol/fatty acid biosynth
YML076C	WAR1	drug/ion transport;chromatin/transcription
YML078W	CPR3	unknown
YML081C-A	ATP18	metabolism/mitochondria
YML087C	AIM33	unknown
YML090W	YML090W	unknown
YML094W	GIM5	chromosome segregation/kinetochore/spindle/microtubule
YML095C	RAD10	DNA replication/repair/HR/cohesion
YML096W	YML096W	DNA replication/repair/HR/cohesion
YML097C	VPS9	Golgi/endosome/vacuole/sorting
YML099C	ARG81	metabolism/mitochondria;amino acid biosynth&transport/nitrogen utilization
YML100W	TSL1	metabolism/mitochondria
YML100W-A	YML100W-A	unknown
YML101C	CUE4	unknown
YML102C-A	YML102C-A	unknown
YML102W	CAC2	chromatin/transcription
YML103C	NUP188	nuclear-cytoplasic transport
YML104C	MDM1	metabolism/mitochondria
YML106W	URA5	metabolism/mitochondria
YML107C	PML39	nuclear-cytoplasic transport
YML108W	YML108W	unknown
YML109W	ZDS2	chromosome segregation/kinetochore/spindle/microtubule
YML111W	BUL2	unknown
YML112W	CTK3	chromatin/transcription;RNA processing
YML113W	DAT1	unknown
YML114C_tsq695	taf8-7	chromatin/transcription
YML116W	ATR1	drug/ion transport
YML117W	NAB6	protein folding/protein glycosylation/cell wall biogenesis&integrity
YML117W-A	YML117W-A	unknown
YML118W	NGL3	unknown
YML119W	YML119W	unknown
YML120C	NDI1	metabolism/mitochondria
YML121W	GTR1	amino acid biosynth&transport/nitrogen utilization
YML122C	YML122C	unknown
YML123C	PHO84	drug/ion transport
YML124C	TUB3	chromosome segregation/kinetochore/spindle/microtubule
YML125C_damp	PGA3_damp	unknown
YML128C	MSC1	DNA replication/repair/HR/cohesion
YML129C	COX14	metabolism/mitochondria
YML130C_tsq203	ero1-1	protein folding/protein glycosylation/cell wall biogenesis&integrity
YML131W	YML131W	unknown
YMR002W	MIC17	unknown
YMR003W	AIM34	unknown
YMR004W	MVP1	Golgi/endosome/vacuole/sorting
YMR006C	PLB2	lipid/sterol/fatty acid biosynth
YMR007W	YMR007W	cell polarity/morphogenesis
YMR008C	PLB1	lipid/sterol/fatty acid biosynth
YMR009W	ADI1	metabolism/mitochondria
YMR010W	YMR010W	unknown
YMR011W	HXT2	drug/ion transport;metabolism/mitochondria
YMR012W	CLU1	ribosome/translation
YMR015C	ERG5	lipid/sterol/fatty acid biosynth
YMR016C	SOK2	signaling/stress response
YMR017W	SPO20	G1/S and G2/M cell cycle progression/meiosis;Golgi/endosome/vacuole/sorting
YMR018W	YMR018W	unknown
YMR019W	STB4	unknown
YMR020W	FMS1	metabolism/mitochondria
YMR022W	UBC7	protein folding/protein glycosylation/cell wall biogenesis&integrity;protein degradation/proteosome
YMR023C	MSS1	ribosome/translation
YMR025W	CSI1	protein degradation/proteosome
YMR027W	YMR027W	unknown
YMR028W_tsq697	tap42-11	chromosome segregation/kinetochore/spindle/microtubule
YMR029C	FAR8	lipid/sterol/fatty acid biosynth
YMR030W	RSF1	metabolism/mitochondria
YMR031C	YMR031C	unknown
YMR031W-A	YMR031W-A	unknown
YMR033W_tsq495	arp9-1	chromatin/transcription
YMR034C	YMR034C	unknown
YMR035W	IMP2	metabolism/mitochondria
YMR036C	MIH1	cell polarity/morphogenesis
YMR037C	MSN2	signaling/stress response
YMR039C	SUB1	chromatin/transcription
YMR040W	YET2	unknown
YMR041C	ARA2	metabolism/mitochondria
YMR042W	ARG80	amino acid biosynth&transport/nitrogen utilization
YMR044W	IOC4	chromatin/transcription
YMR048W	CSM3	DNA replication/repair/HR/cohesion
YMR052C-A	YMR052C-A	unknown
YMR052W	FAR3	lipid/sterol/fatty acid biosynth
YMR053C	STB2	chromatin/transcription
YMR054W	STV1	Golgi/endosome/vacuole/sorting
YMR055C	BUB2	chromosome segregation/kinetochore/spindle/microtubule
YMR056C	AAC1	metabolism/mitochondria
YMR057C	YMR057C	unknown
YMR058W	FET3	drug/ion transport
YMR060C	SAM37	metabolism/mitochondria
YMR063W	RIM9	Golgi/endosome/vacuole/sorting;signaling/stress response
YMR065W	KAR5	unknown
YMR067C	UBX4	protein degradation/proteosome
YMR068W	AVO2	cell polarity/morphogenesis;signaling/stress response
YMR069W	NAT4	chromatin/transcription
YMR070W	MOT3	lipid/sterol/fatty acid biosynth;chromatin/transcription
YMR071C	TVP18	Golgi/endosome/vacuole/sorting
YMR073C	IRC21	unknown
YMR074C	YMR074C	unknown
YMR075C-A	YMR075C-A	unknown
YMR075W	RCO1	chromatin/transcription
YMR077C	VPS20	Golgi/endosome/vacuole/sorting
YMR078C	CTF18	DNA replication/repair/HR/cohesion
YMR080C	NAM7	RNA processing
YMR083W	ADH3	metabolism/mitochondria
YMR085W	YMR085W	unknown
YMR086C-A	YMR086C-A	unknown
YMR086W	YMR086W	unknown
YMR087W	YMR087W	unknown
YMR088C	VBA1	amino acid biosynth&transport/nitrogen utilization
YMR092C	AIP1	unknown
YMR095C	SNO1	metabolism/mitochondria
YMR096W	SNZ1	unknown
YMR099C	YMR099C	metabolism/mitochondria
YMR100W	MUB1	unknown
YMR101C	SRT1	protein folding/protein glycosylation/cell wall biogenesis&integrity;lipid/sterol/fatty acid biosynth
YMR102C	YMR102C	unknown
YMR103C	YMR103C	unknown
YMR104C	YPK2	protein folding/protein glycosylation/cell wall biogenesis&integrity
YMR105C	PGM2	metabolism/mitochondria
YMR106C	YKU80	DNA replication/repair/HR/cohesion
YMR107W	SPG4	unknown
YMR109W	MYO5	cell polarity/morphogenesis
YMR110C	HFD1	metabolism/mitochondria;lipid/sterol/fatty acid biosynth
YMR111C	YMR111C	unknown
YMR114C	YMR114C	unknown
YMR115W	MGR3	metabolism/mitochondria
YMR116C	ASC1	ribosome/translation;signaling/stress response
YMR117C_tsq303	spc24-1	chromosome segregation/kinetochore/spindle/microtubule
YMR118C	YMR118C	unknown
YMR119W	ASI1	amino acid biosynth&transport/nitrogen utilization
YMR119W-A	YMR119W-A	amino acid biosynth&transport/nitrogen utilization
YMR120C	ADE17	metabolism/mitochondria;amino acid biosynth&transport/nitrogen utilization
YMR121C	RPL15B	ribosome/translation
YMR122C	YMR122C	unknown
YMR123W	PKR1	Golgi/endosome/vacuole/sorting
YMR124W	YMR124W	unknown
YMR125W_damp	STO1_damp	RNA processing
YMR126C	DLT1	unknown
YMR127C	SAS2	chromatin/transcription
YMR129W	POM152	nuclear-cytoplasic transport
YMR130W	YMR130W	unknown
YMR132C	JLP2	unknown
