protein.group	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
"[orf_trans_mod] YNL022C/YNL022C SGDID:S000004967, Chr XIV from 592900-591428, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function with seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to a single spot in the nucleus; YNL022C is not an essential gene"""	NA	1419708.6122000003	1333149.17805	NA	1418997.0997	NA	1584768.9824	NA	5089272.087225	1775080.33635	1660556.75045	1697556.2518000002	1943737.71175	NA	11179632.68415	NA	1479585.8248	7722570.487025	NA	NA	NA	2177071.55305	1417848.702575	NA	1763370.4001	NA	1084198.3415	1230366.3556	1909433.331	NA	1299330.8784750002	1919663.6526	1686642.8455	NA	1953531.4538	2163698.4506	1894271.04055	1534986.0099999998	NA	1632505.280025	NA	NA	1520680.6775	NA	1789179.247275	14049726.32925	NA	1385007.968	NA	11494542.0219	NA	12504936.309525	2714870.5988	2300377.8311750004	2279878.449425	1371231.88235	NA	2532143.058125	13359451.458075	1902426.866425	5286218.533599999	12558338.52965	1478888.07155	1965992.415725	NA	4959936.0862	1396255.3045	2094166.854225	NA	2657476.457033334	3008382.726425	1207574.079825	2941992.2277	1557110.244525	10022714.566275	1982551.645425	NA	1294514.049225	NA	NA	3417352.954875	NA	NA	1270258.4207	4494692.6754	1764389.3067	1580905.2075	NA	1304747.7351	NA	NA	1582131.324825	NA	1885416.5398	4692206.2421	NA	1660327.888933333	2799025.979475	1470865.99755	3741697.127125	NA	NA	3018044.292325	2034690.48495	9770390.66675	4282272.011775	9963986.609975
"[orf_trans_mod] SSN8/YNL025C SGDID:S000004970, Chr XIV from 585292-584321, reverse complement, Verified ORF, ""Cyclin-like component of the RNA polymerase II holoenzyme, involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression and telomere maintenance"""	2472521.6773375	2020238.7367	2132868.3095000004	1011308.40635	2362056.293725	2448321.8932000003	2268378.0713250004	2743129.32305	2089361.442625	2711468.351275	2541471.5192750003	3794144.1201	1349455.9695	2933540.3535	NA	2199775.2155666663	1651459.2396	1952446.5547	2156231.78025	2007086.973166667	1729974.76765	2757731.7416	2387663.954	3409836.65865	2816728.344075	2324855.269625	1654982.7196	3325502.18505	2901191.4101	3174570.9763	2724951.8819	3313204.78795	2779408.06785	1968710.8835666662	2705816.2152	1918463.5941666663	4865665.00975	1475656.0101	2437571.5718	2393864.965525	2454825.430675	2523926.3964	1435768.83315	3275616.3056	2943295.43	1758882.20115	1978814.439175	1759316.1784	3130772.03195	1506967.2251	1572155.699775	1858595.07515	2091855.6124	2223606.318075	2671150.215425	3183942.67	2566576.88925	2589933.13365	2082905.28595	2333998.011625	2554996.9414250003	2822830.045266667	3305119.1581	2825981.4255	3026777.103366667	1609156.7287	2327834.9412	2230612.699266666	1566999.294975	1920275.921066667	2293036.403375	2121463.42935	1779623.070925	2426790.6351	806412.4035499998	2438182.8791666664	2753816.1604500003	2922149.792300001	3243564.0510000004	3093343.2492	1897636.400175	1128079.858075	1214269.35735	1448742.56245	1449293.9765249996	2985626.9593333337	1206123.8577	655637.5928000001	NA	1897616.700775	1282489.8146666666	2455550.199225	1865948.6469	1306950.950175	2241602.2895250004	2563425.079825	2173357.136675	1982919.143325	2313683.445925	1834259.581475	1098772.327433333	996698.16065	2886567.9656	2694238.837075	1815511.189	2752140.6202	1463539.5047
"[orf_trans_mod] IDH1/YNL037C SGDID:S000004982, Chr XIV from 559003-557921, reverse complement, Verified ORF, ""Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle"""	731407.4164666667	2106685.1942444444	889697.78035	1264827.4653	1255611.4916333335	NA	1149786.3338	1096780.95225	2371296.566775	NA	986743.4921	NA	2426546.8742	994256.2209	2229789.2924	NA	1423794.54565	1838593.057525	682031.5761	1202765.57785	NA	1252597.30825	1207604.1556	1401492.13665	1020575.59095	1448890.10465	1478982.1438250004	NA	NA	1163981.580725	899167.3585999998	NA	832179.8905	2178292.98695	NA	1198764.46945	1395983.2134250002	2853847.301325	869130.51605	1305770.9802	2102438.591525	NA	3982030.092225	1099805.6416666666	NA	3020985.9887000006	1404295.6379	1725178.078475	1253328.017266667	2563973.546925	825931.949	2868550.9986000005	955097.4676666666	1646207.336675	NA	901749.984575	2673949.835725	811468.17715	2427666.0803750004	1903905.927225	2133527.472375	2614200.88085	NA	1443988.89645	1444374.640825	2484697.42995	2209026.1733	NA	2793434.25055	3310536.80045	836061.1085	1440401.7211250004	2686020.9994	NA	2527445.434925	NA	NA	NA	NA	585237.6692	1574181.64985	842999.5639666667	781379.9138	NA	913492.6988	1299676.7741333332	1322116.7023	1077030.2395	3523934.2446	1332164.537833333	2332908.402925	1716069.87485	662592.0965	2590803.4260750003	919851.630575	1198194.74405	1957067.793025	942851.631225	1504466.66035	1119469.5057	4493779.482275	1324186.942725	1514262.523225	1752869.487525	2229243.211525	858624.8724	1555483.5747999996
"[orf_trans_mod] YIP3/YNL044W SGDID:S000004989, Chr XIV from 545269-545292,545372-545878, Verified ORF, ""Protein localized to COPII vesicles, proposed to be involved in ER to Golgi transport; interacts with members of the Rab GTPase family and Yip1p; also interacts with Rtn1p"""	312303.1635	728664.7779	358660.6180500001	777536.39065	1278165.9321	1248712.9882	744320.6159999999	1036054.65515	1219619.6702000005	1296457.705875	1853584.39915	1294056.137433333	399533.7039	1242177.6316	646224.00285	1146961.2672	1920315.651025	1267183.5717666668	895007.488825	946923.1886333331	504063.3017	NA	2015550.9119	1924586.2026	635717.4954	612092.6029333335	1899591.1816	1227973.2928	763288.8411000002	1864694.094625	1549553.5144	1594639.7217333338	375966.7297333333	1522767.6719666666	1242887.252325	1833627.033825	1245606.5499666666	512858.360925	216695.9666	NA	909343.4150333335	539781.495775	1952654.5424	1661480.732675	776331.279925	782058.6429999998	1323684.694475	773584.525025	777145.706125	945160.351625	457479.3442333334	776313.796425	863306.4308999998	2054122.98135	879185.875575	1059416.015475	3519074.8807500005	1374659.20965	1921771.924525	865888.8492749998	1563585.12055	1692859.356125	703299.7386333335	1489446.50485	2871538.005375	628667.4314250001	1085760.2891	1632100.6457666669	512782.33205	1270379.467875	1025946.36295	1702770.4329499996	883927.63245	684251.9318666668	1426775.486466667	944896.8638	755536.150625	1511643.387325	811156.2337000001	NA	1117255.842933333	707959.5575	281851.2915333333	387785.11613333336	353134.1193	605456.048025	601975.693325	NA	119668.28075	818764.149225	909601.1717	2007854.6088	915079.540775	908539.199225	981206.5306	1763135.4701	1496972.51835	1050039.958825	812245.393925	576201.110225	1392914.23645	657896.4917	1375532.62325	1361157.416575	1743094.209175	1163128.31355	868129.9896
"[orf_trans_mod] ALG11/YNL048W SGDID:S000004993, Chr XIV from 538174-539820, Verified ORF, ""Alpha-1,2-mannosyltransferase, catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER"""	105396650.49597	97853054.34278001	167952345.90167502	86685287.8995	121539589.02	127940046.957125	112883067.13185	123962799.931025	52211347.706575	140772241.4998	139447385.23645002	97334428.217125	51527970.762725	84011081.282375	51236797.687575	124458339.900225	94641735.4716	55427443.93345	106107800.250025	118944909.33055	103263724.00505	118743652.078875	127201269.832025	109103007.108975	170092157.57142502	97983983.24345	103755089.53435	160661997.994875	124129978.155325	172315322.4518	112643302.455525	150752049.5117	132162213.323525	70118588.63575001	93473212.51995	135859988.880075	150930006.88535	43157409.47145	100056004.126425	106886323.453275	98782956.424975	130689566.7657	62548327.84385	118337691.635725	142504335.449925	77595303.784125	121844403.53395	83814973.360775	140874572.83005	72485136.770125	140561074.441275	107913250.672775	159593610.301625	141364151.00567502	166355745.14285	164957949.05900002	144289891.5088	138678158.313425	94527279.0352	167726971.3498	116322067.94835	116041695.682075	171392224.3441	158111102.99742502	155997170.70365	103627397.458225	171158804.784575	196800738.807675	112747928.37475	101042188.58835	172410997.61127502	171200963.120925	96549509.752125	121447082.318925	74536206.24185	115442146.90575	98184958.936475	105585937.68995	95068252.096825	98675289.286275	80040389.640425	87850944.857025	113528384.153325	134042837.33815	93041317.997625	152248757.388425	169107841.62905	121458679.22825	82276860.71565	135132547.006225	69261841.4823	137827217.526125	131203953.40437502	92179659.737025	147321319.805675	154922620.688725	73462264.69669999	120497373.3607	101861088.574275	135750959.730975	68950078.206225	69389054.57095	107845954.24025	145679039.280025	73411509.568325	145132371.06715	80169716.47105
"[orf_trans_mod] YNL050C/YNL050C SGDID:S000004995, Chr XIV from 534983-534967,534875-534080, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; YNL050c is not an essential gene"""	992596.0339	220467.0954	1401677.8229333332	447651.6566	488649.3912	546299.5878999999	703010.23925	894077.1874	887294.71615	609496.3253	1625450.5783666668	1463852.5198499996	984471.4996333336	2290907.683833333	705066.3591499998	1833959.0159	665207.0332	518526.7893	915858.688	141682.5445	467230.4161333333	1138898.6908333332	377663.58045	1438158.118133333	690621.47865	1417552.84805	NA	1502113.1741666666	NA	2760829.900875	789024.4217666667	2114811.87055	1059181.06865	NA	1220121.89265	NA	1171857.1305	228390.1803	2250326.162566666	733939.5678666666	2049992.1947	935781.1598	NA	1700085.967633333	1179099.81735	689572.1674	1587154.24	504211.3998	286660.6908	83132.151	583421.5381499999	995235.9149	620716.3359	862476.6359250002	1660626.6513	4421859.297225	2457877.393566666	1708687.526125	1345824.7795666668	3428673.38895	1209798.4301	1820342.3329	4052146.3932333323	2982247.5163000007	2851638.799525	1468547.402633333	1719598.53305	2644744.7923	963294.9452	861682.635575	3264803.9953	3833286.5935	938966.1434	1441107.1492	258916.6364	2527738.0184	238704.245	909414.3938333332	723646.4188	2282618.280925	936801.87855	329893.3542	4697851.10095	2433759.4103	318228.0983	714848.2216	3603472.0793	NA	108966.2726	216823.0881	NA	1046531.7230666665	NA	NA	1345959.4830333332	1149081.86215	475924.2207	413055.6435	NA	459542.9105	171188.5569	231888.16695	NA	969026.4764	NA	NA	175572.8516
"[orf_trans_mod] POR1/YNL055C SGDID:S000005000, Chr XIV from 518846-517995, reverse complement, Verified ORF, ""Mitochondrial porin (voltage-dependent anion channel), outer membrane protein required for the maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; phosphorylated"""	12813921.05938	18515221.18308	14523635.56385	10408607.1546	9923840.784875	9045604.45345	9841929.35885	11700036.720725	18532897.633425	19115606.9901	18822856.50885	22762236.263925	30853024.817675	9478759.08285	38415592.333975	5304544.792175	23653386.0804	13549730.479325	9611188.374825	16835337.4052	12988208.404725	11857984.6565	19522350.86285	21959019.344	15906568.2184	24164307.9805	26382020.47665	11613282.381425	11880603.51285	19201720.231275	27645374.597650006	14187320.438825	31117300.532775	27439772.330025	10868574.200825	11028063.458775	12564993.176925	31453247.626875	10186258.7747	6985922.249425	21906279.364	10282332.505525	33858001.72167499	23258264.4727	19228163.3262	22814255.892	18352139.96865	11854845.862175	14693724.84675	29625806.6645	15085069.047625003	12560686.1617	13399093.5719	21519483.573775	7620948.6745	9107255.464675	36640783.059375	8842963.4471	12202075.681125	19430976.776425004	44212989.70655	10057749.10305	8022544.015725	17723538.57765	19142495.999500006	10835548.608325	14211890.35775	10713825.61905	7626095.281725	13880799.925949998	6055240.268525	22175307.387950003	30731289.0503	9949006.7649	8001099.914999999	9795065.228675	8250480.880725	18044311.581875	4620979.0424	6977888.95585	30706252.588650007	13283943.759825	14083022.8855	20721340.802225	9668876.15135	26433683.553000003	13185037.76515	14199981.610824997	24593043.568325	13919767.886524998	34004147.8009	22411546.174375	13047676.795	17179351.42165	31025942.992925	25627848.186349995	31458022.908325	18161638.952625	9640612.419	13322460.0215	37334731.04725	9394565.794799998	11318054.68815	22910517.092075	10942487.20955	9137799.1106	15593830.77045
"[orf_trans_mod] MTQ1/YNL063W SGDID:S000005007, Chr XIV from 507759-508703, Verified ORF, ""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene"""	1327355.8469	1999603.3814000003	2358521.1273	2765668.340075	794797.5972	2513758.031825	2701596.2194000003	2374694.0167	1976987.925	NA	NA	1268711.8766	1804319.1698	1563399.478433333	NA	1751894.2230333332	NA	NA	4499376.886375	1697987.763725	NA	3057034.37575	NA	NA	1040555.5196	NA	2389778.19955	NA	2663218.226766667	NA	NA	NA	1661549.3194499996	NA	1710791.1567000004	3035035.502566667	NA	NA	3440310.99035	NA	2752131.696575	1895007.72225	NA	2041366.768425	2566705.95005	758297.2818	5291227.317675001	2701667.22745	NA	766751.6642	3375864.1245750007	NA	2192708.4181500003	NA	2285059.620366667	4991593.810275	1709393.72855	2335670.0914	1027951.2629	2241302.4718	1732448.2672	NA	2821796.2572250008	1711248.320425	1222978.4861	4723220.64475	4833728.43065	2353998.8504	2180611.1119	NA	2039489.718075	4606353.4435749985	948582.5924	NA	NA	1867141.594	NA	1126885.6528	NA	1213857.441033333	NA	1640060.8251	NA	1129642.9334	NA	1555064.5729333332	6433924.829633333	NA	NA	NA	NA	1145368.0309	3359110.3538	1337800.2307	917768.46755	1406453.68525	1202782.6709999999	4974854.462725	1588779.3988249996	3698840.6855	NA	4829145.654725	2026647.646333333	1685097.49355	983495.1037	1501293.278266667	NA
"[orf_trans_mod] YDJ1/YNL064C SGDID:S000005008, Chr XIV from 507098-505869, reverse complement, Verified ORF, ""Protein chaperone involved in regulation of the HSP90 and HSP70 functions; involved in protein translocation across membranes; member of the DnaJ family"""	1492762.7803999996	1259980.57928	1367097.663825	1546589.1278999997	1716818.483725	1578636.024	1511774.492625	1333204.8005	1029378.454075	1351957.939675	718877.56755	1554382.086875	1079212.4136	1387051.189	1245253.7506666668	1137091.739025	840259.936675	863729.3448666666	1434537.1603	1507855.283925	1080855.7511	1554515.04455	1014109.6994	1013262.64865	951123.7017	1716778.8842	826995.3912666667	987680.50415	1016243.172475	1052684.7966	1162283.817933333	1261528.241525	1608773.9046	938095.9320333331	1585268.2409	1407814.161275	997130.8885	947425.468475	1561187.301925	1241057.90165	1565372.0386	1670946.9661749997	715651.609975	1290184.3098000002	1728960.788025	1303589.59015	1496842.711425	1235655.219325	1578564.7101500004	1177205.0369	1808203.2487	1353411.669675	2014888.86875	1446432.49205	1751644.1593	2188846.238425	1137866.5651250002	2338394.2688	1283934.491925	2016438.659725	923044.107	1290019.7175	1999806.322475	1528111.713425	1336069.084775	1598218.9606750002	2642951.83795	1689993.27025	1934802.41795	1109336.823025	1707037.471825	1464791.18145	1249320.72505	2186251.580275	1269328.7921250002	2200653.428575	2652045.732025	1847081.950975	2358899.801125	2136680.97425	1743050.88365	954428.7798333336	619855.45655	770445.3492333335	632075.7034	1058509.613	581497.5048000001	419575.6149	435444.22783333337	1407117.277725	718160.3111666669	1287698.117	1516285.82935	1213980.4393	1303457.2869	1628032.664925	1450035.940375	2045983.40525	1381222.93975	1561515.682675	700654.5743666667	1715206.437675	1805277.97915	1540895.0865	1397838.79025	2308491.905925	1022737.080075
"[orf_trans_mod] RPL9B/YNL067W SGDID:S000005011, Chr XIV from 499682-500257, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Ap and has similarity to E. coli L6 and rat L9 ribosomal proteins"""	2727634.56346	4634987.97333	3279907.1981999995	4214442.47205	4203561.703775	3468157.703875	3792924.6971	4131870.813875	5369347.0131250005	3959225.97145	2400550.2971	3668156.87445	3529742.196125	5974882.816249998	4832408.066725	4288823.625125	4561737.841875	5275806.4972	4833119.932775	2434322.927775	2927125.9712500004	2482389.073125	1790124.0230750004	5093139.4172749985	4094440.677675	4173018.925775	5496155.5737000005	3775555.82585	2490149.85425	4678953.42505	4816346.587325	2614328.6201250004	3871551.730875	5338532.732725	3952139.1333	3942872.2173	3174693.353225	5486560.453425	2837137.3327	3891894.7387	4111640.977225	4098570.150025	6667816.93215	4179305.830025	3231621.50645	5251889.1651	4017450.994875	4507924.926025	4745232.629425	4597928.024525	2929610.523133334	4118692.01525	3182388.63985	7214292.401975	3396526.32675	4727894.0312250005	4780278.5173499985	5359646.9633249985	6648027.079925002	4449616.033175	6207803.861225	7441593.002224999	3056446.9081	5914803.3487	6621396.43125	4873922.578175	5730723.897575	3470639.486075	5663605.977275001	10130890.186525	3857691.52545	3850353.014925	8007363.572975	3992931.4106	4423900.352125	2076688.1882	3625939.9112	3028224.337625	2559148.525225	2490326.6784	3333829.354875	2535633.579	3629425.613775	4142798.2345	4658879.674425	4125053.69715	3087637.248175	3866803.70585	5266123.4964	3123524.799025	4089541.348775	2352032.08735	1392188.275725	3001064.360275	5065918.377375	3332303.44515	2641614.577475	4563184.4222249985	5846569.469075001	5061459.49265	4011159.0823	3141776.54235	4190563.06045	4735853.934075002	4585528.976775	4865217.1108	5455034.90065
"[orf_trans_mod] RPL16B/YNL069C SGDID:S000005013, Chr XIV from 495002-494975,494525-493957, reverse complement, Verified ORF, ""N-terminally acetylated protein component of the large (60S) ribosomal subunit, binds to 5.8 S rRNA; has similarity to Rpl16Ap, E. coli L13 and rat L13a ribosomal proteins; transcriptionally regulated by Rap1p"""	29451270.49144445	30731612.517970003	30295255.985475	22709608.696925	29876132.72265	28822034.760725	33446960.804775	33611152.30715	16849996.671575002	31238596.821375	25974511.2348	27266060.57885	13856002.2839	31626710.941	12646666.185225	32465070.189675	24941715.493175	13112451.9664	29913506.5064	23710639.7714	25655244.61425	28787846.42105	25083759.099	28011141.65445	37282490.811325	28184273.08465	24582678.991875	31372295.6917	27324841.0764	31254638.441025004	23070798.51625	28341293.324925	29828861.01185	20244465.608775	27444174.447125006	31012628.6281	30898405.39353333	12278353.337075	31180765.9808	29123087.804800004	26322323.89345	31319220.4351	17030545.988925	27130661.713975	28527737.6813	18404900.637625	29351596.18515	21447741.7234	36028063.68287499	18031822.50135	34172849.384625	21239546.4177	42453600.2578	37478379.47915001	46390427.25355	33674665.166825	27672260.65785	45258610.388025	22597090.131425	35611981.093975	27258168.369525	25961881.65655	32906624.58465	29349704.680975	33437893.44025	22349395.833025	44216423.964425	35771063.5062	28648872.1174	28775637.732925	32064254.623575	31172974.4378	22435278.896425	31750573.905175	15618248.50985	25977143.54415	28348786.394475	25962928.989975	29059534.62905	23824577.506075	18625614.887825	20400693.436475	33440680.18715	35121183.8394	35657053.5965	33204903.104550004	35981764.90215	37309558.67392501	25056961.82475	29434990.389975	16598237.317075	29826757.950475	28047465.90195	20403638.95885	27583176.743075	30158495.301875006	19587633.131575003	35043640.796225	31142324.86735	33436782.1137	15976145.301625002	19409460.17515	30854978.852425	34980562.244825	20751283.768925	36842069.007225	17656775.2038
